Var1,main_folder1,main_folder2,sub_folder1,sub_folder2,permute_number,folder_pair_index,processing_time,feature_count,feature_types
0.692666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute127_WINS_BINS_match,permute127_FC_BOLD_match,127,1,1768528576.08984,364,BNC+WNC+FC+BOLD
0.8275,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute128_WINS_BINS_match,permute128_FC_BOLD_match,128,1,1768528576.347,364,BNC+WNC+FC+BOLD
0.7625,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute129_WINS_BINS_match,permute129_FC_BOLD_match,129,1,1768528576.62597,364,BNC+WNC+FC+BOLD
0.804166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute12_WINS_BINS_match,permute12_FC_BOLD_match,12,1,1768528573.41648,364,BNC+WNC+FC+BOLD
0.7505,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute130_WINS_BINS_match,permute130_FC_BOLD_match,130,1,1768528576.34344,364,BNC+WNC+FC+BOLD
0.762,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute131_WINS_BINS_match,permute131_FC_BOLD_match,131,1,1768528576.61478,364,BNC+WNC+FC+BOLD
0.795833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute132_WINS_BINS_match,permute132_FC_BOLD_match,132,1,1768528575.61321,364,BNC+WNC+FC+BOLD
0.7345,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute133_WINS_BINS_match,permute133_FC_BOLD_match,133,1,1768528574.54606,364,BNC+WNC+FC+BOLD
0.723333333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute134_WINS_BINS_match,permute134_FC_BOLD_match,134,1,1768528574.7911,364,BNC+WNC+FC+BOLD
0.821166666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute135_WINS_BINS_match,permute135_FC_BOLD_match,135,1,1768528574.4309,364,BNC+WNC+FC+BOLD
0.840666666666667,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute136_WINS_BINS_match,permute136_FC_BOLD_match,136,1,1768528575.67899,364,BNC+WNC+FC+BOLD
0.750833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute137_WINS_BINS_match,permute137_FC_BOLD_match,137,1,1768528574.56329,364,BNC+WNC+FC+BOLD
0.771833333333333,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute138_WINS_BINS_match,permute138_FC_BOLD_match,138,1,1768528575.66656,364,BNC+WNC+FC+BOLD
0.826,permute_WINS_BINS_match_sample_replacement,permute_FC_BOLD_match_sample_replacement,permute139_WINS_BINS_match,permute139_FC_BOLD_match,139,1,1768528574.5111,364,BNC+WNC+FC+BOLD
