perm_acc,main_folder,sub_folder,processing_time
0.484,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute259_WINS_BINS_FC_BOLD_all,1769148623
0.625,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute25_WINS_BINS_FC_BOLD_all,1769148617
0.504666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute260_WINS_BINS_FC_BOLD_all,1769148622
0.579666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute261_WINS_BINS_FC_BOLD_all,1769148616
0.5485,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute262_WINS_BINS_FC_BOLD_all,1769148616
0.559,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute263_WINS_BINS_FC_BOLD_all,1769148616
0.557166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute264_WINS_BINS_FC_BOLD_all,1769148622
0.556166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute265_WINS_BINS_FC_BOLD_all,1769148610
0.41,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute266_WINS_BINS_FC_BOLD_all,1769148622
0.493666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute267_WINS_BINS_FC_BOLD_all,1769148610
0.473666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute268_WINS_BINS_FC_BOLD_all,1769148619
0.575333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute269_WINS_BINS_FC_BOLD_all,1769148619
0.4945,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute26_WINS_BINS_FC_BOLD_all,1769148623
0.5755,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute270_WINS_BINS_FC_BOLD_all,1769148619
0.454333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute271_WINS_BINS_FC_BOLD_all,1769148622
0.534333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute272_WINS_BINS_FC_BOLD_all,1769148621
0.455666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute273_WINS_BINS_FC_BOLD_all,1769148619
0.572166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute274_WINS_BINS_FC_BOLD_all,1769148619
0.504666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute275_WINS_BINS_FC_BOLD_all,1769148619
0.3945,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute276_WINS_BINS_FC_BOLD_all,1769148619
0.482166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute277_WINS_BINS_FC_BOLD_all,1769148621
0.426166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute278_WINS_BINS_FC_BOLD_all,1769148621
0.455666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute279_WINS_BINS_FC_BOLD_all,1769148620
0.474666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute27_WINS_BINS_FC_BOLD_all,1769148619
0.403666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute280_WINS_BINS_FC_BOLD_all,1769148620
0.578833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute281_WINS_BINS_FC_BOLD_all,1769148620
0.520333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute282_WINS_BINS_FC_BOLD_all,1769148621
0.371333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute283_WINS_BINS_FC_BOLD_all,1769148621
0.624833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute284_WINS_BINS_FC_BOLD_all,1769148621
0.584333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute285_WINS_BINS_FC_BOLD_all,1769148621
0.428166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute286_WINS_BINS_FC_BOLD_all,1769148619
0.494166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute287_WINS_BINS_FC_BOLD_all,1769148619
0.4085,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute288_WINS_BINS_FC_BOLD_all,1769148619
0.445166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute289_WINS_BINS_FC_BOLD_all,1769148620
0.338166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute28_WINS_BINS_FC_BOLD_all,1769148620
0.445,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute290_WINS_BINS_FC_BOLD_all,1769148620
0.562833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute291_WINS_BINS_FC_BOLD_all,1769148620
0.396166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute292_WINS_BINS_FC_BOLD_all,1769148619
0.571,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute293_WINS_BINS_FC_BOLD_all,1769148619
0.437833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute294_WINS_BINS_FC_BOLD_all,1769148619
0.455166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute295_WINS_BINS_FC_BOLD_all,1769148618
0.429666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute296_WINS_BINS_FC_BOLD_all,1769148618
0.472333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute297_WINS_BINS_FC_BOLD_all,1769148618
0.642333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute298_WINS_BINS_FC_BOLD_all,1769148618
0.592833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute299_WINS_BINS_FC_BOLD_all,1769148619
0.467833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute29_WINS_BINS_FC_BOLD_all,1769148619
0.608166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute2_WINS_BINS_FC_BOLD_all,1769148617
0.646,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute300_WINS_BINS_FC_BOLD_all,1769148619
0.481333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute301_WINS_BINS_FC_BOLD_all,1769148619
0.409833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute302_WINS_BINS_FC_BOLD_all,1769148619
0.436666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute303_WINS_BINS_FC_BOLD_all,1769148619
0.426666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute304_WINS_BINS_FC_BOLD_all,1769148620
0.601833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute305_WINS_BINS_FC_BOLD_all,1769148620
0.385166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute306_WINS_BINS_FC_BOLD_all,1769148620
0.4375,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute307_WINS_BINS_FC_BOLD_all,1769148620
0.490666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute308_WINS_BINS_FC_BOLD_all,1769148620
0.606666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute309_WINS_BINS_FC_BOLD_all,1769148620
0.551833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute30_WINS_BINS_FC_BOLD_all,1769148619
0.4995,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute310_WINS_BINS_FC_BOLD_all,1769148620
0.562,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute311_WINS_BINS_FC_BOLD_all,1769148619
0.449666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute312_WINS_BINS_FC_BOLD_all,1769148619
0.446,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute313_WINS_BINS_FC_BOLD_all,1769148619
0.417833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute314_WINS_BINS_FC_BOLD_all,1769148619
0.645833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute315_WINS_BINS_FC_BOLD_all,1769148619
0.350333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute316_WINS_BINS_FC_BOLD_all,1769148619
0.393833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute317_WINS_BINS_FC_BOLD_all,1769148619
0.434666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute318_WINS_BINS_FC_BOLD_all,1769148619
0.607833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute319_WINS_BINS_FC_BOLD_all,1769148616
0.461166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute31_WINS_BINS_FC_BOLD_all,1769148620
0.532,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute320_WINS_BINS_FC_BOLD_all,1769148622
0.5985,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute321_WINS_BINS_FC_BOLD_all,1769148622
0.468,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute322_WINS_BINS_FC_BOLD_all,1769148622
0.537,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute323_WINS_BINS_FC_BOLD_all,1769148620
0.459666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute324_WINS_BINS_FC_BOLD_all,1769148620
0.585,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute325_WINS_BINS_FC_BOLD_all,1769148619
0.420666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute326_WINS_BINS_FC_BOLD_all,1769148619
0.521,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute327_WINS_BINS_FC_BOLD_all,1769148619
0.649333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute328_WINS_BINS_FC_BOLD_all,1769148619
0.445333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute329_WINS_BINS_FC_BOLD_all,1769148620
0.592,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute32_WINS_BINS_FC_BOLD_all,1769148622
0.634666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute330_WINS_BINS_FC_BOLD_all,1769148621
0.5505,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute331_WINS_BINS_FC_BOLD_all,1769148621
0.609666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute332_WINS_BINS_FC_BOLD_all,1769148620
0.597666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute333_WINS_BINS_FC_BOLD_all,1769148620
0.432833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute334_WINS_BINS_FC_BOLD_all,1769148620
0.492833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute335_WINS_BINS_FC_BOLD_all,1769148621
0.581,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute336_WINS_BINS_FC_BOLD_all,1769148621
0.523333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute337_WINS_BINS_FC_BOLD_all,1769148621
0.590833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute338_WINS_BINS_FC_BOLD_all,1769148621
0.422166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute339_WINS_BINS_FC_BOLD_all,1769148623
0.475833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute33_WINS_BINS_FC_BOLD_all,1769148620
0.548,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute340_WINS_BINS_FC_BOLD_all,1769148620
0.519,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute341_WINS_BINS_FC_BOLD_all,1769148619
0.442666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute342_WINS_BINS_FC_BOLD_all,1769148619
0.665666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute343_WINS_BINS_FC_BOLD_all,1769148619
0.4315,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute344_WINS_BINS_FC_BOLD_all,1769148619
0.491666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute345_WINS_BINS_FC_BOLD_all,1769148621
0.63,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute346_WINS_BINS_FC_BOLD_all,1769148621
0.412333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute347_WINS_BINS_FC_BOLD_all,1769148621
0.502,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute348_WINS_BINS_FC_BOLD_all,1769148621
0.422833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute349_WINS_BINS_FC_BOLD_all,1769148621
0.66,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute34_WINS_BINS_FC_BOLD_all,1769148621
0.463166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute350_WINS_BINS_FC_BOLD_all,1769148620
0.360666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute351_WINS_BINS_FC_BOLD_all,1769148620
0.525166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute352_WINS_BINS_FC_BOLD_all,1769148620
0.512166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute353_WINS_BINS_FC_BOLD_all,1769148620
0.431,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute354_WINS_BINS_FC_BOLD_all,1769148620
0.5905,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute355_WINS_BINS_FC_BOLD_all,1769148620
0.4105,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute356_WINS_BINS_FC_BOLD_all,1769148620
0.6515,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute357_WINS_BINS_FC_BOLD_all,1769148620
0.463,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute358_WINS_BINS_FC_BOLD_all,1769148620
0.559333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute359_WINS_BINS_FC_BOLD_all,1769148620
0.4595,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute35_WINS_BINS_FC_BOLD_all,1769148620
0.601666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute360_WINS_BINS_FC_BOLD_all,1769148620
0.5205,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute361_WINS_BINS_FC_BOLD_all,1769148620
0.515333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute362_WINS_BINS_FC_BOLD_all,1769148620
0.609,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute363_WINS_BINS_FC_BOLD_all,1769148620
0.609166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute364_WINS_BINS_FC_BOLD_all,1769148620
0.466166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute365_WINS_BINS_FC_BOLD_all,1769148620
0.443166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute366_WINS_BINS_FC_BOLD_all,1769148620
0.499666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute367_WINS_BINS_FC_BOLD_all,1769148620
0.447666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute368_WINS_BINS_FC_BOLD_all,1769148620
0.573833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute369_WINS_BINS_FC_BOLD_all,1769148620
0.549,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute36_WINS_BINS_FC_BOLD_all,1769148620
0.490833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute370_WINS_BINS_FC_BOLD_all,1769148620
0.526333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute371_WINS_BINS_FC_BOLD_all,1769148620
0.568166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute372_WINS_BINS_FC_BOLD_all,1769148624
0.366333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute373_WINS_BINS_FC_BOLD_all,1769148626
0.5395,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute374_WINS_BINS_FC_BOLD_all,1769148626
0.337833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute375_WINS_BINS_FC_BOLD_all,1769148628
0.537666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute376_WINS_BINS_FC_BOLD_all,1769148628
0.459833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute377_WINS_BINS_FC_BOLD_all,1769148628
0.468166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute378_WINS_BINS_FC_BOLD_all,1769148629
0.392333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute379_WINS_BINS_FC_BOLD_all,1769148629
0.405833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute37_WINS_BINS_FC_BOLD_all,1769148620
0.411,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute380_WINS_BINS_FC_BOLD_all,1769148630
0.470666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute381_WINS_BINS_FC_BOLD_all,1769148630
0.5235,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute382_WINS_BINS_FC_BOLD_all,1769148630
0.475833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute383_WINS_BINS_FC_BOLD_all,1769148630
0.619333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute384_WINS_BINS_FC_BOLD_all,1769148630
0.5225,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute385_WINS_BINS_FC_BOLD_all,1769148629
0.443333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute386_WINS_BINS_FC_BOLD_all,1769148630
0.475833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute387_WINS_BINS_FC_BOLD_all,1769148630
0.463,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute388_WINS_BINS_FC_BOLD_all,1769148630
0.404833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute389_WINS_BINS_FC_BOLD_all,1769148630
0.503,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute38_WINS_BINS_FC_BOLD_all,1769148629
0.437333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute390_WINS_BINS_FC_BOLD_all,1769148630
0.43,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute391_WINS_BINS_FC_BOLD_all,1769148630
0.4415,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute392_WINS_BINS_FC_BOLD_all,1769148630
0.596,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute393_WINS_BINS_FC_BOLD_all,1769148630
0.572666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute394_WINS_BINS_FC_BOLD_all,1769148630
0.470666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute395_WINS_BINS_FC_BOLD_all,1769148630
0.642333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute396_WINS_BINS_FC_BOLD_all,1769148631
0.498,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute397_WINS_BINS_FC_BOLD_all,1769148631
0.482666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute398_WINS_BINS_FC_BOLD_all,1769148631
0.593333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute399_WINS_BINS_FC_BOLD_all,1769148631
0.513166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute39_WINS_BINS_FC_BOLD_all,1769148630
0.421833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute3_WINS_BINS_FC_BOLD_all,1769148619
0.487166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute400_WINS_BINS_FC_BOLD_all,1769148631
0.603333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute401_WINS_BINS_FC_BOLD_all,1769148630
0.617833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute402_WINS_BINS_FC_BOLD_all,1769148631
0.512833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute403_WINS_BINS_FC_BOLD_all,1769148631
0.4175,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute404_WINS_BINS_FC_BOLD_all,1769148631
0.548166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute405_WINS_BINS_FC_BOLD_all,1769148631
0.5625,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute406_WINS_BINS_FC_BOLD_all,1769148631
0.503166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute407_WINS_BINS_FC_BOLD_all,1769148631
0.547666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute408_WINS_BINS_FC_BOLD_all,1769148631
0.653666667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute409_WINS_BINS_FC_BOLD_all,1769148631
0.609166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute40_WINS_BINS_FC_BOLD_all,1769148630
0.386,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute410_WINS_BINS_FC_BOLD_all,1769148631
0.555333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute411_WINS_BINS_FC_BOLD_all,1769148631
0.441833333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute412_WINS_BINS_FC_BOLD_all,1769148631
0.433333333,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute413_WINS_BINS_FC_BOLD_all,1769148631
0.479166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute414_WINS_BINS_FC_BOLD_all,1769148632
0.573166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute415_WINS_BINS_FC_BOLD_all,1769148632
0.517166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute416_WINS_BINS_FC_BOLD_all,1769148631
0.478166667,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute417_WINS_BINS_FC_BOLD_all,1769148631
0.5775,Method2_3_permute_WINS_BINS_FC_BOLD_pseudo_ALwinlose_behav_3trial_all,permute418_WINS_BINS_FC_BOLD_all,1769148631
